Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi,Citation,Id
2021,2021 IEEE Global Communications Conference (GLOBECOM),Optimization-based Block Coordinate Gradient Coding,"Qi Wang, Ying Cui, Chenglin Li, Junni Zou, Hongkai Xiong",Qi Wang,English,"Existing gradient coding schemes introduce identical redundancy across the coordinates of gradients and hence cannot fully utilize the computation results from partial stragglers. This motivates the introduction of diverse redundancies across the coordinates of gradients. This paper considers a distributed computation system consisting of one master and    workers characterized by a general partial straggler model and focuses on solving a general large-scale machine learning problem with    model parameters. We show that it is sufficient to provide at most    levels of redundancies for tolerating    stragglers, respectively. Consequently, we propose an optimal block coordinate gradient coding scheme based on a stochastic optimization problem that optimizes the partition of the    coordinates into    blocks, each with identical redundancy, to minimize the expected overall runtime for collaboratively …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9685858/,3,wang2021optimization
2023,IEEE Transactions on Wireless Communications,GQFedWAvg: Optimization-Based Quantized Federated Learning in General Edge Computing Systems,"Yangchen Li, Ying Cui, Vincent Lau",Yangchen Li,English,"The optimal implementation of federated learning (FL) in practical edge computing systems has been an outstanding problem. In this paper, we propose an optimization-based quantized FL algorithm, which can appropriately fit a general edge computing system with uniform or nonuniform computing and communication resources at the workers. Specifically, we first present a new random quantization scheme and analyze its properties. Then, we propose a general quantized FL algorithm, namely GQFedWAvg. Specifically, GQFedWAvg applies the proposed quantization scheme to quantize wisely chosen model update-related vectors and adopts a generalized mini-batch stochastic gradient descent (SGD) method with the weighted average local model updates in global model aggregation. Besides, GQFedWAvg has several adjustable algorithm parameters to flexibly adapt to the computing and communication …",Article,https://ieeexplore.ieee.org/abstract/document/10336743/,2,li2023gqfedwavg
2023,IEEE Transactions on Wireless Communications,Optimization of Quasi-static Design for An IRS-assisted Secure Wireless Communication System,"Changxin Shi, Ying Cui, Feng Yang, Lianghui Ding, Lingna Hu",Changxin Shi,English,"The impacts of channel estimation, beamforming adjustment, phase shift adjustment, and computation costs on an intelligent reflecting surface (IRS)-assisted secure wireless communication system are severe in practice but are usually ignored for simplicity. In this paper, we consider a multi-antenna BS serving a single-antenna legitimate user with the help of a multi-element IRS in the presence of an eavesdropper. To maximally reduce the implementation cost, we investigate the no-instantaneous channel state information (ICSI) case with the legitimate user’s and eavesdropper’s statistical CSI (SCSI). First, we present a SCSI-adaptive (quasi-static) beamforming and phase shift design, also referred to as a quasi-static design, which has low channel estimation, beamforming adjustment, and phase shift adjustment costs. Then, we formulate the maximization of the achievable ergodic secrecy rate with respect to the …",Article,https://ieeexplore.ieee.org/abstract/document/10328475/,2,shi2023optimization
2023,IEEE Transactions on Signal Processing,Optimization-based Block Coordinate Gradient Coding for Mitigating Partial Stragglers in Distributed Learning,"Qi Wang, Ying Cui, Chenglin Li, Junni Zou, Hongkai Xiong",Qi Wang,English,"Gradient coding schemes effectively mitigate full stragglers in distributed learning by introducing identical redundancy in coded local partial derivatives corresponding to all model parameters. However, they are no longer effective for partial stragglers as they cannot utilize incomplete computation results from partial stragglers. This paper aims to design a new gradient coding scheme for mitigating partial stragglers in distributed learning. Specifically, we consider a distributed system consisting of one master and    workers, characterized by a general partial straggler model and focuses on solving a general large-scale machine learning problem with    model parameters using gradient coding. First, we propose a coordinate gradient coding scheme with    coding parameters representing    possibly different diversities for the    coordinates, which generates most gradient coding schemes. Then, we consider the minimization of the expected overall …",Article,https://ieeexplore.ieee.org/abstract/document/10043662/,2,wang2023optimization
2022,2022 International Symposium on Wireless Communication Systems (ISWCS),Joint detection for massive grant-free access via bigamp,"Shanshan Zhang, Ying Cui, Wen Chen",Shanshan Zhang,English,"With the explosive growth of the number of devices accessing the network, massive access has been a challenging task for the fifth generation (5G) and beyond. The uplink massive access scenario has the feature that only a subset of potential devices is active in each coherence time. In this paper, to serve more devices with lower overhead in massive access scenarios, we adopt a grant-free scheme where devices are allocated unique non-orthogonal pilots. We also design a kind of bilinear generalized approximate message passing (BiGAMP) algorithm which utilizes the row sparse channel matrix structure due to sporadic device access. In this work, the proposed algorithm jointly detects device activities, estimates channels, and detects signals in massive multiple-input multiple-output (MIMO) systems with one phase. The signal observation affords additional information to improve performance compared to …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9940392/,2,zhang2022joint
2021,arXiv preprint arXiv:2201.00015,Device Activity Detection for Massive Grant-Free Access Under Frequency-Selective Rayleigh Fading,"Yuhang Jia, Ying Cui, Wuyang Jiang",Yuhang Jia,English,"Device activity detection and channel estimation for massive grant-free access under frequency-selective fading have unfortunately been an outstanding problem. This paper aims to address the challenge. Specifically, we present an orthogonal frequency division multiplexing (OFDM)-based massive grant-free access scheme for a wideband system with one M-antenna base station (BS), N single-antenna Internet of Things (IoT) devices, and P channel taps. We obtain two different but equivalent models for the received pilot signals under frequency-selective Rayleigh fading. Based on each model, we formulate device activity detection as a non-convex maximum likelihood estimation (MLE) problem and propose an iterative algorithm to obtain a stationary point using optimal techniques. The two proposed MLE-based methods have the identical computational complexity order O(NPL^2), irrespective of M, and degrade to the existing MLE-based device activity detection method when P=1. Conventional channel estimation methods can be readily applied for channel estimation of detected active devices under frequency-selective Rayleigh fading, based on one of the derived models for the received pilot signals. Numerical results show that the two proposed methods have different preferable system parameters and complement each other to offer promising device activity detection design for grant-free massive access under frequency-selective Rayleigh fading.",Article,https://arxiv.org/abs/2201.00015,2,jia2021device
2021,2021 IEEE Global Communications Conference (GLOBECOM),Low-complexity robust Optimization for an IRS-assisted multi-cell network,"Yuhang Jia, Wuyang Jiang, Ying Cui",Yuhang Jia,English,"The impacts of channel estimation errors, inter-cell interference, phase adjustment cost, and computation cost on an intelligent reflecting surface (IRS)-assisted system are severe in practice but have been ignored for simplicity in most existing works. In this paper, we investigate a multi-antenna base station (BS) serving a single-antenna user with the help of a multi-element IRS in the presence of channel estimation errors and inter-cell interference. We consider imperfect channel state information (CSI) at the BS, i.e., imperfect CSIT, and focus on the robust optimization of the BS's instantaneous CSI-adaptive beamforming and the IRS's quasi-static phase shifts. First, we formulate the robust optimization of the BS's instantaneous channel state information (CSI)-adaptive beamforming and IRS's quasi-static phase shifts for the ergodic rate maximization as a very challenging two-timescale stochastic non-convex problem …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9685280/,2,jia2021low
2021,ICC 2021-IEEE International Conference on Communications,Optimal transmission of multi-quality tiled 360 VR video in MIMO-OFDMA systems,"Chengjun Guo, Ying Cui, Zhi Liu, Derrick Wing Kwan Ng",Chengjun Guo,English,"In this paper, we study the optimal transmission of a multi-quality tiled 360 virtual reality (VR) video from a multi-antenna server (e.g., access point or base station) to multiple single-antenna users in a multiple-input multiple-output (MIMO)-orthogonal frequency division multiple access (OFDMA) system. We minimize the total transmission power with respect to the subcarrier allocation constraints, rate allocation constraints, and successful transmission constraints, by optimizing the beamforming vector and subcarrier, transmission power and rate allocation. The formulated resource allocation problem is a challenging mixed discrete-continuous optimization problem. We obtain an asymptotically optimal solution in the case of a large antenna array, and a suboptimal solution in the general case. As far as we know, this is the first work providing optimization-based design for 360 VR video transmission in MIMO-OFDMA …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9500511/,2,guo2021optimal
2021,2021 IEEE International Conference on Communications Workshops (ICC …,Joint Optimization of Preamble Selection and Access Barring for MTC with Correlated Device Activities,"Wang Liu, Ying Cui, Lianghui Ding, Jun Sun, Yangyang Liu, Yang Li, Li Zhang",Wang Liu,English,"Most existing works on random access for machine-type communication (MTC) assume independent device activities. However, in several Internet-of-Things (IoT) applications, device activities are driven by events and hence may be correlated. This paper investigates the joint optimization of preamble selection and access barring for correlated device activities. We adopt a random access scheme with general random preamble selection parameterized by the preamble selection distributions of all devices and an access barring scheme parameterized by the access barring factor, to maximally exploit correlated device activities for improving the average throughput. First, we formulate the average throughput maximization problem with respect to the preamble selection distributions and the access barring factor. It is a challenging nonconvex problem. We characterize an optimality property of the problem. Then, we …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9473559/,2,liu2021joint
2023,IEEE Communications Letters,Secretive Coded Caching With Nonuniform Demands in Fog Radio Access Networks,"Qianli Tan, Yanxiang Jiang, Lingling Zhang, Ying Cui, Dusit Niyato, Fu-Chun Zheng, Xiaohu You",Qianli Tan,English,"In this letter, we investigate the problem of secretive coded caching in fog radio access networks (F-RANs), aiming at minimizing the average backhaul rate under nonuniform file popularity distribution. Firstly, a two-layer placement scheme which jointly considers secrecy constraints and cache resources in the network is designed. Next, a two-stage delivery scheme which utilizes the network architecture characteristics and exploits the redundancy in user demands is designed. By integrating the above two schemes, a novel secretive coded caching scheme is proposed. Finally, we derive the expression of the average backhaul rate and evaluate the performance of the proposed scheme via simulations. Simulation results show that our proposed scheme outperforms the state of the art in terms of backhaul rate reduction.",Article,https://ieeexplore.ieee.org/abstract/document/10147166/,1,tan2023secretive
2022,2022 IEEE 23rd International Workshop on Signal Processing Advances in …,Quasi-Static Phase Shift Design for A Double-IRS Cooperatively Assisted System,"Gengfa Ding, Ying Cui, Lingna Hu, Feng Yang, Lianghui Ding, Xingchen Xu",Gengfa Ding,English,"This paper investigates a double-IRS cooperatively assisted system, where a multi-antenna BS serves a single-antenna user with the help of two multi-element IRSs connected by the inter-IRS channel. The channel between any two nodes is modeled with Rician fading. The BS adopts the instantaneous CSI-adaptive maximum-ratio transmission (MRT) beamformer, and the two IRSs adopt a cooperative quasi-static phase shift design. The goal is to maximize the average achievable rate, which can be reflected by the average channel power of the equivalent channel, at low channel estimation cost and phase adjustment costs and computational complexity. First, we obtain a tractable expression of the average channel power of the equivalent channel. Then, we jointly optimize the phase shifts of the two IRSs to maximize the average channel power of the equivalent channel. We propose a computationally efficient …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9833959/,1,ding2022quasi
2022,ICC 2022-IEEE International Conference on Communications,Rate splitting for general multicast,"Lingzhi Zhao, Ying Cui, Sheng Yang, Shlomo Shamai Shitz, Yunbo Han, Yunfei Zhang",Lingzhi Zhao,English,"Immersive video, such as virtual reality (VR) and multi-view videos, is growing in popularity. Its wireless streaming is an instance of general multicast, extending conventional unicast and multicast, whose effective design is still open. This paper investigates the optimization of general rate splitting with linear beamforming for general multicast. Specifically, we consider a multi-carrier single-cell wireless network where a multi-antenna base station (BS) communicates to multiple single-antenna users via general multicast. Linear beamforming is adopted at the BS, and joint decoding is adopted at each user. We consider the maximization of the weighted sum rate, which is a challenging nonconvex problem. Then, we propose an iterative algorithm for the problem to obtain a KKT point using the concave-convex procedure (CCCP). The proposed optimization framework generalizes the existing ones for rate splitting for …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9838824/,1,zhao2022rate
2021,2021 IEEE Global Communications Conference (GLOBECOM),Device Activity Detection for Grant-Free Massive Access Under Frequency-Selective Rayleigh Fading,"Yuhang Jia, Ying Cui, Wuyang Jiang",Yuhang Jia,English,"Device activity detection and channel estimation for grant-free massive access under frequency-selective fading have unfortunately been an outstanding problem. This paper aims to address the challenge. Specifically, we present an orthogo-nal frequency division multiplexing (OFDM)-based grant-free massive access scheme for a wideband system with one M- antenna base station (BS),    single-antenna Internet of Things (IoT) devices, and    channel taps. We obtain two different but equivalent models for the received pilot signals under frequency-selective Rayleigh fading. Based on each model, we formulate device activity detection as a non-convex maximum likelihood estimation (MLE) problem and propose an iterative algorithm to obtain a stationary point using optimal techniques. The two proposed MLE-based methods have the identical computational complexity order O(NPL 2 ), irrespective of M, and …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9685482/,1,jia2021device
2024,IEEE Transactions on Communications,Optimization of PICSI & SCSI-adaptive Beamforming and SCSI-adaptive Reflection in an IRS-aided PLS Wireless Communication System,"Changxin Shi, Ying Cui, Feng Yang, Lianghui Ding",Changxin Shi,English,"The costs of channel estimation, reflection adjustment, and computation have severe impacts on intelligent reflection surface (IRS)-aided physical layer security (PLS) wireless communication systems in practice but are usually overlooked for simplicity in most existing works. This paper considers a multi-antenna base station serving a single-antenna legitimate user with the assistance of a multi-element IRS under the surveillance of a single-antenna eavesdropper. Firstly, we introduce a partial instantaneous CSI and statistical CSI (PICSI-SCSI)-adaptive beamforming and SCSI-adaptive reflection design. Secondly, we maximize the achievable ergodic secrecy rate (ESR) with respect to the PICSI-SCSI-adaptive beamforming and SCSI-adaptive reflection design, resulting in a two-timescale stochastic non-convex problem. Thirdly, we present two stochastic iterative algorithms to reach stationary and approximate …",Article,https://ieeexplore.ieee.org/abstract/document/10604845/,0,shi2024optimization
2022,2022 IEEE 23rd International Workshop on Signal Processing Advances in …,MLE-based Device Activity Detection for Grant-free Massive Access under Rician Fading,"W Liu, Y Cui, F Yang, L Ding, J Sun",W Liu,English,"The costs of channel estimation, reflection adjustment, and computation have severe impacts on intelligent reflection surface (IRS)-aided physical layer security (PLS) wireless communication systems in practice but are usually overlooked for simplicity in most existing works. This paper considers a multi-antenna base station serving a single-antenna legitimate user with the assistance of a multi-element IRS under the surveillance of a single-antenna eavesdropper. Firstly, we introduce a partial instantaneous CSI and statistical CSI (PICSI-SCSI)-adaptive beamforming and SCSI-adaptive reflection design. Secondly, we maximize the achievable ergodic secrecy rate (ESR) with respect to the PICSI-SCSI-adaptive beamforming and SCSI-adaptive reflection design, resulting in a two-timescale stochastic non-convex problem. Thirdly, we present two stochastic iterative algorithms to reach stationary and approximate …",Article,https://ieeexplore.ieee.org/abstract/document/10604845/,4,liu2022mle
2020,US Patent App. 16/683,System And Method For Joint Dynamic Forwarding And Caching In Content Distribution Networks,"Edmund Meng Yeh, Ying Cui, Ran Liu, Tracey Ho, Michael Burd, Derek Leong",Edmund Meng Yeh,English,"A system and method for joint dynamic interest request forwarding and dynamic cache placement and eviction and provided within the context of the Named Data Networking (NDN) architecture. The system and method employ a virtual control plane that operates on the user demand rate for data objects in the network, and an actual plane that handles Interest Packets and Data Packets. Distributed algorithms within the virtual plane achieve network load balancing through dynamic forwarding and caching, thereby maximizing the user demand rate that the NDN network can satisfy. A method of congestion control is also provided to achieve optimal network fairness using the VIP framework.",Conference paper,https://patents.google.com/patent/US20200162574A1/en,18,yeh2019system
