Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi
2023,Ieee Transactions on Sustainable Energy,Financial Incentives for Energy Resource Investments in Stochastic Economic Dispatch,"Su Wang, Bo Sun, Liang Ni, Steven H Low, Danny HK Tsang",Su Wang,English,"The stochastic economic dispatch (SED) provides a promising solution for short-term cost-efficiency with high renewable penetration. However, the long-term efficiency of SED, i.e., promoting efficient investments in both flexibility resources and renewable generations, has rarely been studied. We theoretically reveal the financial incentives for efficient investments in SED from both perspectives of the short-term and long-term performances: 1) We demonstrate the rationality behind the short-term failure of cost recovery or revenue adequacy, which provides proper signals to corresponding dispatchable generators, renewable generators, or system operator for long-term reconstruction and installation. 2) Through theoretical analysis of the statistical properties, we prove that the long-term expected profits of renewable and dispatchable generators provide appropriate signals to guide their future investments. In …",Article,https://ieeexplore.ieee.org/abstract/document/10038544/
2021,IEEE Transactions on Vehicular Technology,Not Taken for Granted: Configuring Scalable Live Video Streaming Under Throughput Fluctuations in Mobile Edge Networks,"Yuxuan Jiang, Bo Sun, Danny HK Tsang",Yuxuan Jiang,English,"We consider end-to-end live video streaming in mobile edge networks with fluctuating but predictable throughput. We employ scalable video coding (SVC) to adapt the bitrate of each frame to the throughput evolution in a timely manner. When streaming SVC-encoded live video, the video source should dynamically derive and configure a set of coding parameters for each upcoming chunk, which consists of a number of consecutive frames. The coding parameters quantify the throughput evolution of an upcoming chunk by providing a few bitrate options for the frames within this chunk to encode with. Unlike the majority of existing works that simply treat the coding parameters as given (i.e., taking them for granted), in this paper, we derive the coding parameters from a comprehensive mathematical modeling and optimization perspective. Our approach consists of an optimization problem that captures the fundamental …",Article,https://ieeexplore.ieee.org/abstract/document/9353277/
2020,2020 IEEE 40th International Conference on Distributed Computing Systems …,When burstable instances meet mobile computing: Performance modeling and economic analysis,"Bo Sun, Yuxuan Jiang, Danny HK Tsang",Bo Sun,English,"This paper proposes a tandem fluid queue model for a mobile computing system with computation offloading and analytically derives its key quality-of-service (QoS) metric. Based on the performance model, we further evaluate the economic benefits of burstable instances, a new type of cloud instances that are recently introduced to the market, and make suggestions on whether burstable instances should be used for mobile computing to save users' costs under different wireless channel conditions and QoS requirements.",Conference paper,https://ieeexplore.ieee.org/abstract/document/9355595/
2020,2020 IEEE International Conference on Communications Workshops (ICC …,Delay-aware scheduling over mmWave/sub-6 dual interfaces: A reinforcement learning approach,"Ying Cao, Bo Sun, Danny HK Tsang",Ying Cao,English,"We consider a transmitter with mmWave/sub6 dual interfaces. Due to the intermittency of mmWave channel, the transmitter must schedule packets wisely across the interfaces to minimize the average delay by observing the system state. We use the well-known dynamic programming methods and Q-learning to find the optimal scheduling policy and investigate the influence of observing CSI on the optimal policy under different levels of knowledge of the environment. We find that only when the channel state transition model is not available, the instantaneous CSI can help in reducing system delay.",Conference paper,https://ieeexplore.ieee.org/abstract/document/9145135/
2024,IEEE Transactions on Signal Processing,Multi-resolution Model Compression for Deep Neural Networks: A Variational Bayesian Approach,"Chengyu Xia, Huayan Guo, Haoyu Ma, Danny HK Tsang, Vincent KN Lau",Chengyu Xia,English,"The continuously growing size of deep neural networks (DNNs) has sparked a surge in research on model compression techniques. Among these techniques, multi-resolution model compression has emerged as a promising approach which can generate multiple DNN models with shared weights and different computational complexity (resolution) through a single training. However, in most existing multi-resolution compression methods, the model structures for different resolutions are either predefined or uniformly controlled. This can lead to performance degradation as they fail to implement systematic compression to achieve the optimal model for each resolution. In this paper, we propose to perform multi-resolution compression from a Bayesian perspective. We design a resolution-aware likelihood and a two-layer prior for the channel masks, which allow joint optimization of the shared weights and the model …",Article,https://ieeexplore.ieee.org/abstract/document/10485207/
2024,ACM SIGMETRICS Performance Evaluation Review,Competitive Online Path-Aware Path Selection,"Ying Cao, Siyuan Yu, Xiaoqi Tan, Danny HK Tsang",Ying Cao,English,"This paper studies an online path selection problem and proposes online mechanisms for a network operator to sequentially update link prices. The aim is to incentivize online-arriving agents to join the network and select paths in a manner that maximizes the social welfare, which comprises both system profit and the quality of service experienced by agents. Competitive analysis is adopted to analyze the performance of the proposed online mechanism, whose best achievable competitive ratio is 4. Sufficient and necessary conditions on a competitive mechanism are established. Moreover, the performance limit of the celebrated multiplethe- index pricing scheme is also analyzed.",Article,https://dl.acm.org/doi/abs/10.1145/3649477.3649498
2023,IEEE Internet of Things Journal,A Dynamic Data Trading Marketplace With Externalities,"Su Wang, Danny HK Tsang",Su Wang,English,"With huge amounts of data generated from Internet of Things (IoT) devices, data-driven technologies are increasingly applied by firms to improve their IoT-based services in real time. To facilitate efficient utilization of the collected data, the design of data trading markets becomes crucial. Two important practical concerns are: 1) the data buyers arrive in a sequential and arbitrary manner and 2) a firm faces externalities when data is purchased by competing firms. In this article, we design a data trading marketplace for data buyers arriving dynamically in real time where the early arrived data buyers will exert negative externalities on the late arrivals within the same competition. Specifically, in market operations, when a data buyer arrives, it needs to submit a bid based on the price and the current externalities posted by the market operator. After receiving the bid, the market operator will announce the data allocation …",Article,https://ieeexplore.ieee.org/abstract/document/10342656/
2023,IEEE Internet of Things Journal,Structured Bayesian federated learning for green AI: A decentralized model compression using Turbo-VBI based approach,"Chengyu Xia, Danny HK Tsang, Vincent KN Lau",Chengyu Xia,English,"Although deep neural networks (DNNs) have been remarkably successful in numerous areas, the performance of DNN is compromised in federated learning (FL) scenarios because of the large model size. A large model can induce huge communication overhead during the federated training, and also induce infeasible storage and computation burden at the clients during the inference. To address these issues, we investigate structured model compression in FL to construct sparse models with regular structure such that they require significantly less communication, storage and computation resources. We do this by proposing a three-layer hierarchical prior, which can promote a common regular sparse structure in the local models. We design a decentralized Turbo variational Bayesian inference (D-Turbo-VBI) algorithm to solve the resulting federated training problem. With the common regular sparse structure …",Article,https://ieeexplore.ieee.org/abstract/document/10327723/
2023,IEEE Internet of Things Journal,Joint Channel Estimation and Reinforcement Learning-Based Resource Allocation of Intelligent Reflecting Surface-Aided Multicell Mobile Edge Computing,"Wenhan Xu, Jiadong Yu, Yuan Wu, Danny Hin-Kwok Tsang",Wenhan Xu,English,"Due to the massive computing demands of the Internet of Things, mobile edge computing (MEC) has been extensively investigated as a means of providing computation-intensive and latency-sensitive services at the network edge. With increasing density of base stations (BSs), users are simultaneously served by multiple BSs, leading to the multicell MEC environment. Intelligent reflecting surface (IRS) provides a promising solution for constructing the virtual Line-of-Sight (LoS) links between cell-edge users (CEUs) and BSs. In this article, we investigate the joint channel estimation and resource allocation in the IRS-aided multicell MEC system. Instead of assuming the perfect channel state information (CSI), we propose a three-phase channel estimation method to obtain the CSI. Our purpose is to minimize the total joint energy and latency cost (JELC) in terms of both task-execution latency and energy consumption …",Article,https://ieeexplore.ieee.org/abstract/document/10322784/
2023,IEEE Transactions on Wireless Communications,An efficient ratio detector for ambient backscatter communication,"Wenjing Liu, Shanpu Shen, Danny HK Tsang, Ranjan K Mallik, Ross Murch",Wenjing Liu,English,"A challenge of ambient backscatter communication (AmBC) systems is signal recovery because the transmitted information bits are embedded in the ambient RF signals and these are unknown and uncontrollable. To meet this challenge, averaging-based energy detectors are typically used but consequently the data rate is low and there is an error floor. Here we propose a new detection strategy based on the ratio between signals received from a multiple-antenna Reader. The advantage of using the ratio is that ambient RF signals are removed directly from the embedded signals without averaging and hence it can increase data rates and avoid the error floor. Different from the original ratio detector that uses the magnitude ratio of the signals between two Reader antennas, in our proposed approach, we utilize the complex ratio so that phase information is preserved and propose an accurate linear channel model …",Article,https://ieeexplore.ieee.org/abstract/document/10311536/
2023,IEEE Transactions on Green Communications and Networking,Energy-latency aware intelligent reflecting surface aided multi-cell mobile edge computing,"Wenhan Xu, Jiadong Yu, Yuan Wu, Danny HK Tsang",Wenhan Xu,English,"The explosive development of the Internet of Things (IoT) has led to increased interest in mobile edge computing (MEC), which provides computational resources at network edges to accommodate computation-intensive and latency-sensitive applications. Intelligent reflecting surfaces (IRSs) have gained attention as a solution to overcome blockage problems during the offloading uplink transmission in MEC systems. This paper explores IRS-aided multi-cell networks that enable servers to serve neighboring cells and cooperate to handle resource exhaustion. We aim to minimize the joint energy and latency cost by jointly optimizing the computation tasks, edge computing resources, user beamforming, and IRS phase shifts. The problem is decomposed into two subproblems—the MEC subproblem and the IRS communication subproblem—using the block coordinate descent (BCD) technique. The MEC subproblem is …",Article,https://ieeexplore.ieee.org/abstract/document/10309191/
2023,Abstract Proceedings of the 2023 ACM SIGMETRICS International Conference on …,The Online Knapsack Problem with Departures,"Bo Sun, Lin Yang, Mohammad Hajiesmaili, Adam Wierman, John CS Lui, Don Towsley, Danny HK Tsang",Bo Sun,English,"The online knapsack problem is a classic online resource allocation problem in networking and operations research. Its basic version studies how to pack online arriving items of different sizes and values into a capacity-limited knapsack. In this paper, we study a general version that includes item departures, while also considering multiple knapsacks and multi-dimensional item sizes. We design a threshold-based online algorithm and prove that the algorithm can achieve order-optimal competitive ratios. Beyond worst-case optimized algorithms, we also propose a data-driven online algorithm that can achieve near-optimal average performance under typical instances while guaranteeing the worst-case performance.",Conference paper,https://dl.acm.org/doi/abs/10.1145/3578338.3593576
2023,,FedFA: Federated learning with feature alignment for heterogeneous data,"ZHOU Tailin, Jun Zhang, Danny Tsang",ZHOU Tailin,English,"Federated learning allows multiple clients to collaboratively train a model without exchanging their data, thus preserving data privacy. Unfortunately, it suffers significant performance degradation under heterogeneous data at clients. Common solutions involve designing specific regularizers for local-model training or developing aggregation schemes for global-model aggregation. Nevertheless, we found that these methods fail to achieve the desired performance due to neglecting the importance of feature mapping consistency across client models. We first observe and analyze that, with heterogeneous data, a vicious cycle exists between classifier divergence and feature mapping inconsistency across clients, thereby shifting the aggregated global model from the expected optima. We then propose a simple yet effective framework named Federated learning with Feature Alignment (FedFA) to tackle the data heterogeneity problem from a novel perspective of shared feature space. A key insight of FedFA is introducing feature anchors to align the feature mappings and calibrate the classifier updates across clients during their local updates, such that client models are updated in a shared feature space. We prove that this modification brings a property of consistent classifier updates if features are class-discriminative. Extensive experiments show that FedFA significantly outperforms the state-of-the-art federated learning algorithms on various image classification datasets under both label and feature distribution skews.",Conference paper,https://openreview.net/forum?id=BSZN74xLdqn
2024,IEEE Transactions on Power Systems,Long-Term Carbon-Efficient Planning for Geographically Shiftable Resources: A Monte Carlo Tree Search Approach,"Xuan He, Danny HK Tsang, Yize Chen",Xuan He,English,"The global climate challenge is demanding urgent actions for decarbonization, while electric power systems take the major roles in the clean energy transition. Due to the existence of spatially and temporally dispersed renewable energy resources and the uneven distribution of carbon emission intensity throughout the grid, it is worth investigating future load planning and demand management to offset those generations with higher carbon emission rates. Such techniques include inter-region utilization of geographically shiftable resources and stochastic renewable energy. For instance, data centers are perceived as major carbon emission producers in the future due to increasing information load, while they hold untapped capability of geographical load balancing. In this paper, we focus on locating and operating geographically shiftable resources, and propose a novel planning and operation model minimizing the …",Article,https://ieeexplore.ieee.org/abstract/document/10589300/
2024,arXiv preprint arXiv:2407.05239,"Competitive Analysis of Online Path Selection: Impacts of Path Length, Topology, and System-Level Costs","Ying Cao, Siyuan Yu, Xiaoqi Tan, Danny HK Tsang",Ying Cao,English,"Consider a communication network to which a sequence of self-interested users come and send requests for data transmission between nodes. This work studies the question of how to guide the path selection choices made by those online-arriving users and maximize the social welfare. Competitive analysis is the main technical tool. Specifically, the impacts of path length bounds and topology on the competitive ratio of the designed algorithm are analyzed theoretically and explored experimentally. We observe intricate and interesting relationships between the empirical performance and the studied network parameters, which shed some light on how to design the network. We also investigate the influence of system-level costs on the optimal algorithm design.",Article,https://arxiv.org/abs/2407.05239
2024,arXiv preprint arXiv:2405.15187,Chance-Constrained Economic Dispatch with Flexible Loads and RES,"Tian Liu, Bo Sun, Xiaoqi Tan, Danny HK Tsang",Tian Liu,English,"With the increasing penetration of intermittent renewable energy sources (RESs), it becomes increasingly challenging to maintain the supply-demand balance of power systems by solely relying on the generation side. To combat the volatility led by the uncertain RESs, demand-side management by leveraging the multi-dimensional flexibility (MDF) has been recognized as an economic and efficient approach. Thus, it is important to integrate MDF into existing power systems. In this paper, we propose an enhanced day-ahead energy market, where the MDFs of aggregate loads are traded to minimize the generation cost and mitigate the volatility of locational marginal prices (LMPs) in the transmission network. We first explicitly capture the negative impact of the uncertainty from RESs on the day-ahead market by a chance-constrained economic dispatch problem (CEDP). Then, we propose a bidding mechanism for the MDF of the aggregate loads and combine this mechanism into the CEDP for the day-ahead market. Through multiple case studies, we show that MDF from load aggregators can reduce the volatility of LMPs. In addition, we identify the values of the different flexibilities in the MDF bids, which provide useful insights into the design of more complex MDF markets.",Article,https://arxiv.org/abs/2405.15187
2024,arXiv preprint arXiv:2405.15259,Robust Economic Dispatch with Flexible Demand and Adjustable Uncertainty Set,"Tian Liu, Xiaoqi Tan, Su Wang, Danny HK Tsang",Tian Liu,English,"With more renewable energy sources (RES) integrated into the power system, the intermittency of RES places a heavy burden on the system. The uncertainty of RES is traditionally handled by controllable generators to balance the real time wind power deviation. As the demand side management develops, the flexibility of aggregate loads can be leveraged to mitigate the negative impact of the wind power. In view of this, we study the problem of how to exploit the multi-dimensional flexibility of elastic loads to balance the trade-off between a low generation cost and a low system risk related to the wind curtailment and the power deficiency. These risks are captured by the conditional value-at-risk. Also, unlike most of the existing studies, the uncertainty set of the wind power output in our model is not fixed. By contrast, it is undetermined and co-optimized based on the available load flexibility. We transform the original optimization problem into a convex one using surrogate affine approximation such that it can be solved efficiently. In case studies, we apply our model on a six-bus transmission network and demonstrate that how flexible load aggregators can help to determine the optimal admissible region for the wind power deviations.",Article,https://arxiv.org/abs/2405.15259
2024,2024 IEEE Wireless Power Technology Conference and Expo (WPTCE),Boosting RF-DC Rectification via Bias Voltage,"Tingxi Liang, Chi-Yuk Chiu, Sanjay Gupta, Danny HK Tsang",Tingxi Liang,English,"This letter explores the potential benefits of incorporating a bias voltage in the operation of an RF rectifier diode. Despite the challenges posed by network matching and additional power consumption, the study demonstrates efficiency enhancements across a range of input power levels. These enhancements offer significant advantages for active energy harvesters equipped with a controllable small bias source.",Conference paper,https://ieeexplore.ieee.org/abstract/document/10557315/
2024,J. ACM,Online Conversion under Unknown Horizon: Beating 1+ ln𝜃 with a Single Trusted Query,"YING CAO, HASTI NOURMOHAMMADI, BO SUN, XIAOQI TAN, DANNY HK TSANG",YING CAO,English,"ALG (𝐼). It is obvious that a competitive ratio closer to 1 is better. For the online conversion problem under unknown horizon, it has been shown that the best possible competitive ratio any online algorithm can reach is 1+ ln𝜃 [4], where 𝜃 𝑝max/𝑝min denotes the fluctuation ratio of the prices.",Article,https://learning-augmented-algorithms.github.io/papers/sigmetrics24-lata-posters-paper6.pdf
2024,arXiv preprint arXiv:2404.07532,Bayesian Federated Model Compression for Communication and Computation Efficiency,"Chengyu Xia, Danny HK Tsang, Vincent KN Lau",Chengyu Xia,English,"In this paper, we investigate Bayesian model compression in federated learning (FL) to construct sparse models that can achieve both communication and computation efficiencies. We propose a decentralized Turbo variational Bayesian inference (D-Turbo-VBI) FL framework where we firstly propose a hierarchical sparse prior to promote a clustered sparse structure in the weight matrix. Then, by carefully integrating message passing and VBI with a decentralized turbo framework, we propose the D-Turbo-VBI algorithm which can (i) reduce both upstream and downstream communication overhead during federated training, and (ii) reduce the computational complexity during local inference. Additionally, we establish the convergence property for thr proposed D-Turbo-VBI algorithm. Simulation results show the significant gain of our proposed algorithm over the baselines in reducing communication overhead during federated training and computational complexity of final model.",Article,https://arxiv.org/abs/2404.07532
2024,IEEE Internet of Things Journal,Combining Conjugate Gradient and Momentum for Unconstrained Stochastic Optimization With Applications to Machine Learning,"Yulan Yuan, Danny HK Tsang, Vincent KN Lau",Yulan Yuan,English,"Due to the influence of stochastic gradients, the existing algorithms suffer from slow convergence, noise explosion, and even failure to converge in practice, which motivates us to propose an accelerated algorithm to tackle these issues. Recognizing the potential of gradient, momentum, and conjugate gradient as promising search directions, we propose a 3-D acceleration algorithm, which uses a weighted combination of these three basis. Specifically, in order to analyze the dynamics of the discrete-time algorithm during the update process, we provide a general framework for approximating the discrete-time algorithm in the weak sense by a continuous-time stochastic differential equation. We exploit the continuous-time formulation together with Lyapunov drift optimization to derive novel adaptive step sizes, which effectively improve the performance of the algorithm in stabilizing noise and accelerating convergence …",Article,https://ieeexplore.ieee.org/abstract/document/10472300/
2024,arXiv preprint arXiv:2402.09729,Federated Prompt-based Decision Transformer for Customized VR Services in Mobile Edge Computing System,"Tailin Zhou, Jiadong Yu, Jun Zhang, Danny HK Tsang",Tailin Zhou,English,"This paper investigates resource allocation to provide heterogeneous users with customized virtual reality (VR) services in a mobile edge computing (MEC) system. We first introduce a quality of experience (QoE) metric to measure user experience, which considers the MEC system's latency, user attention levels, and preferred resolutions. Then, a QoE maximization problem is formulated for resource allocation to ensure the highest possible user experience,which is cast as a reinforcement learning problem, aiming to learn a generalized policy applicable across diverse user environments for all MEC servers. To learn the generalized policy, we propose a framework that employs federated learning (FL) and prompt-based sequence modeling to pre-train a common decision model across MEC servers, which is named FedPromptDT. Using FL solves the problem of insufficient local MEC data while protecting user privacy during offline training. The design of prompts integrating user-environment cues and user-preferred allocation improves the model's adaptability to various user environments during online execution.",Article,https://arxiv.org/abs/2402.09729
2023,GLOBECOM 2023-2023 IEEE Global Communications Conference,QoE Optimization for VR Streaming: a Continual RL Framework in Digital Twin-empowered MEC,"Jiadong Yu, Ahmad Alhilal, Tailin Zhou, Pan Hui, Danny HK Tsang",Jiadong Yu,English,"Mobile edge computing (MEC) resource allocation for remote rendering in virtual reality (VR) content streaming is critical for user experience. However, resource allocation becomes challenging due to the desynchronization between the physical and digital worlds in digital twin-empowered MEC. This paper presents our continual RL framework that facilitates dynamic resource allocation for MEC-enabled VR content streaming. We first design a digital twin-empowered edge computing (DTEC) system and formulate a maximization problem that considers attention-based resolution perception to maximize the quality of experience (QoE). This problem optimizes the allocation of computing and bandwidth resources while adapting the attention-based resolution of the VR content. We then apply continual reinforcement learning (CRL) to enable adaptive attention-based resolution VR streaming in a time-varying …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10437100/
2023,2023 57th Asilomar Conference on Signals,Mode Connectivity in Federated Learning with Data Heterogeneity,"Tailin Zhou, Jun Zhang, Danny HK Tsang",Tailin Zhou,English,"Federated learning (FL) allows multiple clients to train a global model while keeping data locally. It has been well recognized that FL suffers from data heterogeneity, leading to drifts in client updates and deteriorating global model performance. However, there is a lack of research on the relationship between client and global models in the parametric space, leaving unclear where client updates end their drifts. To bridge this gap, we consider different model solutions to the client and FL objectives (referred to as client modes and global modes, respectively) and use the mode connectivity of neural networks to measure model performance change along different parametric paths. Specifically, we conduct comprehensive studies on the linear and non-linear connectivity of client modes and global modes to reveal their geometric relationship in the solution space. We find that as data heterogeneity reduces in FL, the …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10476886/
2023,,"UNIT COMMITMENT OPTIMIZATION OF GAS-FIRED GENERATION AT BLACK POINT POWER STATION INCORPORATING THE EFFICIENCY, FLEXIBILITY, RELIABILITY & COST","MAU Yuk-Hung, Danny HK TSANG, Ki-On Ng",MAU Yuk-Hung,English,"Gas-fired generation has been considered one of the mainstream generation technologies nowadays and has become a vital part of the decarbonisation journey in Hong Kong. Having a significant impact on the business and environment, the utilisation of generation units has to be optimised so that additional gas generation can be accommodated and the performance of efficiency and reliability for the existing gas-fired generation units can be enhanced. Currently, at Black Point Power Station (BPPS) in Hong Kong, the generation scheduling is done manually based on the traditional approach. Each unit has its specific characteristic in terms of efficiency, cost, flexibility, reliability and performance according to its individual hardware condition, degradation and running regime. If those costs and various machine factors are not considered effectively, efficiently and intelligentially, the overall generation costs, as well as the carbon emission reduction, will not be optimised as a result.This study is to develop a Unit Commitment Optimisation (UCO) model with the help of state-of-the-art Artificial Intelligence and Machine Learning for optimising the daily scheduling of eight gas-fired generation units at BPPS. It illustrates the comparison and advantage of the newly developed optimisation model with the existing method. Moreover, a holistic review of the real-life generation cost, efficiency, maximum output power and condition-related data is completed to minimize modelling uncertainty. All the factors that affect the scheduling are further validated during the testing and tuning phase. The simulation result shows that the model is practical with sound good …",Conference paper,https://gpps.global/wp-content/uploads/2023/10/GPPS-TC-2023_paper_303.pdf
2023,2023 IEEE 97th Vehicular Technology Conference (VTC2023-Spring),Optimal Antenna Selection and Time Sharing in RF-Powered Cognitive Networks With Ambient Backscatter Communication,"Wenjing Liu, Shanpu Shen, Chi Zhang, Danny HK Tsang, Ross Murch",Wenjing Liu,English,"In this paper, we propose a new solution to improve the achievable rate of radio frequency (RF) powered cognitive radio networks (CRNs) with ambient backscatter communication (AmBC). Assisted with AmBC, the secondary transmitter (ST) can harvest energy and backscatter ambient signals when the primary channel is busy, which enhances the achievable rate compared with conventional RF-powered CRNs adopting the harvest-then-transmit (HTT) protocol. Our work proposes an RF-powered CRN that uses a multi-antenna ST since implementing multiple antennas on ST can enhance energy harvesting and increase the data rate. We discuss the corresponding time sharing and antenna selection tradeoffs and propose a low-complexity and time-efficient block coordinate descent (BCD)-assisted exhaustive search algorithm to find the optimal tradeoff that maximizes the data rate of the system. Simulation results …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10200111/
2023,ICC 2023-IEEE International Conference on Communications,Energy Efficient IRS Assisted NOMA Aided Mobile Edge Computing via Heterogeneous Multi-Agent Reinforcement Learning,"Jiadong Yu, Yang Li, Xiaolan Liu, Bo Sun, Yuan Wu, Danny HK Tsang",Jiadong Yu,English,"Non-orthogonal multiple access (NOMA)-aided mobile edge computing (MEC) system can enhance the spectral-efficiency with massive tasks offloading. However, with more dynamic devices and the uncontrollable stochastic channel environment, it is even desirable to deploy appealing technique, i.e., intelligent reflecting surfaces (IRS), in the MEC system to flexibly adjust the communication environment and improve the system energy-efficiency. In this paper, we investigate the joint offloading, communication and computation resource allocation for IRS-assisted NOMA-aided MEC system. We firstly formulate a mixed integer energy-efficiency maximization problem with the system queue stability constraint. We then propose a Het-erogeneous Multi-agent Lyapunov-function-based Mixed Integer Deep Deterministic Policy Gradient (HMA-LMIDDPG) algorithm which is based on the multi-agent reinforcement learning …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10279340/
2020,2020 IEEE PES Innovative Smart Grid Technologies Europe (ISGT-Europe),Voltage/Var Control using Electric Springs in Distribution Networks,"Shuwei Cao, Su Wang, Liang Ni, Danny HK Tsang",Shuwei Cao,English,"Modern distribution networks (DNs) suffer from unstable conditions, such as fast voltage fluctuations, due to the intermittent nature of integrated renewable energy sources. An emerging type of power electronics-based controller called the electric spring (ES) is believed to be a promising solution for alleviating this instability by performing voltage/var control (VVC). In this paper, instead of investigating distributed control schemes for ESs, as has been done in related literature, we study the system-level effectiveness of the ES in performing centralized VVC in distribution networks. AC power flow models for the ES-equipped bus and the ES-equipped DN are proposed. Based on the models, we formulate a multi-objective VVC problem for the ES-equipped DN. To solve the problem, we propose a second-order cone program relaxation method. Numerical tests are demonstrated through a 34-bus distribution network …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9248835/
2020,algorithms 1,Competitive Algorithms for the Online Multiple Knapsack Problem with Application to Electric Vehicle Charging,"ALI ZEYNALI, TONGXIN LI, MOHAMMAD HAJIESMAILI, ADAM WIERMAN, DANNY HK TSANG",ALI ZEYNALI,English,"Online optimization has become a foundational piece of the design of networked and distributed systems that is used to capture the challenges of decision-making in uncertain environments. Theoretical results have had impact for data center optimization [3, 26, 29, 43], video streaming [37, 42], energy systems [6, 7, 18, 35, 45], cloud management [27, 39, 45, 47], and beyond.",Article,https://authors.library.caltech.edu/records/4kef2-qk578/files/3428336.pdf
